,SBER,IMOEX
12.08.20,-0.00417537141048019,0.0086235115283877
13.08.20,-0.00581662697743379,-0.00600741253439097
14.08.20,-0.00916727155056396,-0.00311720848707786
17.08.20,-0.0063278000638185,-0.000576750420696825
18.08.20,0.0130336089310106,0.00191248478200734
19.08.20,-0.0293315933019,-0.020776817042476
20.08.20,-0.00543456157479749,0.000641143394311428
21.08.20,0.00254843236642621,0.0112232984394751
24.08.20,-0.0162216260091856,-0.000122143049470225
25.08.20,-0.00122839359133486,0.00753824474706555
26.08.20,-0.00691587013041595,-0.0131796537687201
27.08.20,0.000309371756825882,-0.0106272841151958
28.08.20,-0.000884173355567341,-0.00469867354433617
31.08.20,0.0067880544509995,0.00296236667186722
01.09.20,-0.0225237748653795,-0.00623790271884506
02.09.20,-0.0192797824694608,-0.00834863775619255
03.09.20,0.0176610042932248,-0.00354320116067353
04.09.20,-0.00401326266339908,0.00366939036620639
07.09.20,-0.0165835235549183,-0.0149459583979423
08.09.20,0.00146896831409826,-0.00441295040732026
09.09.20,0.0118560440303135,0.0074407734154498
10.09.20,0.00212828662761488,0.00446277122124261
11.09.20,0.0280992530450304,0.00612104553943205
14.09.20,0.0180012270342411,0.0176685433527153
15.09.20,-0.00190245647141651,-0.00187051211518341
16.09.20,0.0017296553650592,-0.00109976048415739
17.09.20,-0.00502426559329194,-0.00673587385592267
18.09.20,-0.0177422242466037,-0.0303077470004229
21.09.20,0.0159168510595054,0.00730302306590858
22.09.20,-0.00602122330528143,0.0109395079974455
23.09.20,-0.00144524517678057,-0.00124546476561171
24.09.20,0.000306741747765571,-0.00548404962287385
25.09.20,0.00170726944089061,0.0104190502976635
28.09.20,-0.0138735131327614,-0.0058417685219343
29.09.20,0.0161017072521057,-0.00148213640432093
30.09.20,-0.00837045008177295,-0.00552488546488128
01.10.20,-0.0845858643752226,-0.0130195387906227
02.10.20,0.000430941614080638,0.010309801141239
05.10.20,0.0109030527558041,0.00381301144060675
06.10.20,-0.00275025067849377,-0.017578478882859
07.10.20,-0.0125667611700457,0.00133943422785521
08.10.20,-0.0125319167596807,-0.00433062671576323
09.10.20,0.00388765189808993,0.00424279230815916
12.10.20,-0.0055932637732834,-0.0059591004782833
13.10.20,0.0135641279360268,0.00944546546180725
14.10.20,-0.0193360085657197,-0.0136746252970186
15.10.20,-0.0132341075247817,-0.00632031202199812
16.10.20,0.0079713257839531,-0.00188422615683326
19.10.20,0.0327930044003857,0.00314078577670784
20.10.20,0.00376307396216724,-0.0060222500049667
21.10.20,-0.000570694836434349,0.00606149206246887
22.10.20,0.0202027073175195,0.00481506730260062
23.10.20,-0.0159777835137964,-0.0111062868159975
26.10.20,-0.0165261438952466,-0.00813179648884166
27.10.20,-0.0141137730945413,-0.0255012911836321
28.10.20,0.00414321472028867,0.00576771612810578
29.10.20,-0.0225800970071157,-0.006833828170838
30.10.20,0.0173128199051966,0.0172992064887421
02.11.20,0.0227227567079114,0.0176979108562376
03.11.20,0.0352231763515451,0.0265499029869805
05.11.20,0.00368494198642555,0.0118917296931231
06.11.20,0.0473660526289708,0.0313213453204995
09.11.20,0.0346905409337577,0.003628252197867
10.11.20,0.0337321175851368,0.0054609324156818
11.11.20,-0.00871931163655848,0.0035756536343392
12.11.20,0.00375204019035102,-0.000201617901709028
13.11.20,0.0203681325409635,0.0178613617268386
16.11.20,-0.00927714324422713,-0.00897598313415493
17.11.20,-0.0122439645119652,0.00928115713440114
18.11.20,-0.0101040240114676,-0.0111602435923697
19.11.20,-0.00354395918047601,0.00149240785843219
20.11.20,0.00116880961711452,-0.00130532479464662
23.11.20,0.0313353358791666,0.0158820834959492
24.11.20,0.018348403544076,0.0124167775090154
25.11.20,-0.00721104298000785,0.00130716055557301
26.11.20,0.00593994052485236,0.00129272620807797
27.11.20,-0.00782095682797745,-0.0112316508394574
30.11.20,0.0438123512952364,0.0128563310697185
01.12.20,0.0123841771753703,0.0131980329610499
02.12.20,-0.0034901401133629,-0.00848204471985525
03.12.20,0.0257357490606829,0.00694776552211529
04.12.20,0.0160191536327456,0.00324775356793516
07.12.20,0.00411021766241948,-0.00485357887808746
08.12.20,0.00506898511062381,0.0100293896690591
09.12.20,0.01899572401455,0.0144207186217322
10.12.20,0.005407042311246,0.00559153944486113
11.12.20,-0.0134120659350581,-0.00666014854313168
14.12.20,-0.00447508130699958,-0.00206675823305602
15.12.20,-0.00125661985838565,0.00670140555135035
16.12.20,0.000538744737822228,0.00388242137575112
17.12.20,-0.0304036832900261,-0.00272099880834986
18.12.20,-0.0314717204280619,-0.0270506406500566
21.12.20,0.000954508214424443,0.0155946637075104
22.12.20,0.0302950969348945,0.00482080162304932
23.12.20,-0.00289199712148935,-0.00469103862571174
24.12.20,0.00488926079537233,0.00292138540052811
25.12.20,0.014890068628775,0.00387376931314165
28.12.20,-0.00987752680523002,0.00481204304322347
29.12.20,-0.00128759329846595,0.00437254741260951
30.12.20,0.00128759329846595,0.018522924991716
04.01.21,0.0116960397631907,0.00257539272496921
05.01.21,-0.00828275400936906,0.00353036986792965
06.01.21,0.0384904763859764,0.0245520218056665
08.01.21,0.0204149256663193,0.00797432620025518
11.01.21,0.00172568552523966,-0.00311469838943523
12.01.21,-0.0216471495481878,-0.000400466159479862
13.01.21,0.00355277648264973,0.00591574046301346
14.01.21,-0.0280956363849008,-0.0114957041118497
15.01.21,0.0103828916016298,0.00605819960112797
18.01.21,-0.00573498829830132,-0.00829777072539528
19.01.21,0.00577072875113682,0.0068219939454579
20.01.21,-0.0194881663796513,-0.0128110300382502
21.01.21,-0.0226675143409221,-0.0116817063708563
22.01.21,-0.0110581203671138,0.00429473847550454
25.01.21,0.0151132608782021,-0.00197989528808407
26.01.21,-0.0143596813399025,-0.0140000326546499
27.01.21,0.00173108085226037,-0.000481630012764356
28.01.21,-0.0299600708876335,-0.0196196403977833
29.01.21,0.0218053896365937,0.00428122732654046
01.02.21,-0.0024670284834265,0.020781366651411
02.02.21,0.00144300169339306,-0.00500917704007975
03.02.21,0.0246620699447373,0.00849984121056657
04.02.21,0.00586923299438435,0.00612886689936154
05.02.21,,
